date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:19:39	412876/412876	---MCZ	200	added ('OK')	text/html	etag:W/%22e7d58573ec6e178e49475a8a6ce79d05%22	https://lakathybill.wixsite.com/kathybill	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/kathybill.html	(from )
21:19:39	201/201	---M--	200	added ('OK')	text/plain	date:Mon,%2021%20Feb%202022%2003:19:39%20GMT	https://lakathybill.wixsite.com/robots.txt		(from )
21:19:40	137771/137771	---M-Z	200	added ('OK')	application/javascript	etag:W/%2218eb21e8d1074fd7a594d3748ba0cb33%22	https://static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	C:/My%20Web%20Sites/kathys%20website/static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	(from https://lakathybill.wixsite.com/kathybill)
21:19:40	1171/1171	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c187011c9a45c15a6fcbf5d62a5d755f%22	https://static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	C:/My%20Web%20Sites/kathys%20website/static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	(from https://lakathybill.wixsite.com/kathybill)
21:19:41	65522/65522	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2013%20Feb%202022%2020:06:41%20GMT	https://polyfill.io/v3/polyfill.min.js?features=fetch	C:/My%20Web%20Sites/kathys%20website/polyfill.io/v3/polyfill.mind82c.js	(from https://lakathybill.wixsite.com/kathybill)
21:19:41	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:41%20GMT	https://lakathybill.wixsite.com/47b73115.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/47b73115.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:42	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:42%20GMT	https://lakathybill.wixsite.com/1a3ca2ee.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/1a3ca2ee.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:42	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:42%20GMT	https://lakathybill.wixsite.com/16e44c05.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/16e44c05.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:42	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:42%20GMT	https://lakathybill.wixsite.com/6ac53ab7.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/6ac53ab7.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:43	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:43%20GMT	https://lakathybill.wixsite.com/02595569.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/02595569.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:43	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:43%20GMT	https://lakathybill.wixsite.com/e5861f41.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/e5861f41.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:44%20GMT	https://lakathybill.wixsite.com/c53e42d7.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/c53e42d7.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:44%20GMT	https://lakathybill.wixsite.com/da6c52cb.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/da6c52cb.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:45	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:44%20GMT	https://lakathybill.wixsite.com/3d2759f7.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/3d2759f7.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:45	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:45%20GMT	https://lakathybill.wixsite.com/960c3a88.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/960c3a88.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:45	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:45%20GMT	https://lakathybill.wixsite.com/390543ac.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/390543ac.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:46	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:46%20GMT	https://lakathybill.wixsite.com/ad7057f7.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/ad7057f7.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:47	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:47%20GMT	https://lakathybill.wixsite.com/7d94280d.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/7d94280d.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:47	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:47%20GMT	https://lakathybill.wixsite.com/f36661fb.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/f36661fb.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:48	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:48%20GMT	https://lakathybill.wixsite.com/aa613bd1.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/aa613bd1.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:48	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:48%20GMT	https://lakathybill.wixsite.com/22ef40bf.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/22ef40bf.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:49	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:49%20GMT	https://lakathybill.wixsite.com/6daaad8b.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/6daaad8b.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:49	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:49%20GMT	https://lakathybill.wixsite.com/bf91693c.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/bf91693c.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:49	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:49%20GMT	https://lakathybill.wixsite.com/b4ae8803.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/b4ae8803.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:50	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:50%20GMT	https://lakathybill.wixsite.com/62ccedec.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/62ccedec.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:50	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:50%20GMT	https://lakathybill.wixsite.com/ae08c227.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/ae08c227.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:50	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:50%20GMT	https://lakathybill.wixsite.com/11f27093.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/11f27093.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:51	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:51%20GMT	https://lakathybill.wixsite.com/9b155e90.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/9b155e90.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:51	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:51%20GMT	https://lakathybill.wixsite.com/4ec2545d.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/4ec2545d.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:52	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:52%20GMT	https://lakathybill.wixsite.com/1bbe301d.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/1bbe301d.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:52	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:52%20GMT	https://lakathybill.wixsite.com/e78a13b3.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/e78a13b3.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:53	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:52%20GMT	https://lakathybill.wixsite.com/b604fd33.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/b604fd33.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:53	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:53%20GMT	https://lakathybill.wixsite.com/48c6d58d.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/48c6d58d.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:53%20GMT	https://lakathybill.wixsite.com/439c90c8.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/439c90c8.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:54%20GMT	https://lakathybill.wixsite.com/cd69f57c.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/cd69f57c.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:54%20GMT	https://lakathybill.wixsite.com/bc223d50.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/bc223d50.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:55%20GMT	https://lakathybill.wixsite.com/bc2466c0.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/bc2466c0.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:55%20GMT	https://lakathybill.wixsite.com/5d7b6bbf.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/5d7b6bbf.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:56%20GMT	https://lakathybill.wixsite.com/3fdab364.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/3fdab364.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:56%20GMT	https://lakathybill.wixsite.com/20d93486.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/20d93486.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:57%20GMT	https://lakathybill.wixsite.com/9692b4a8.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/9692b4a8.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:57%20GMT	https://lakathybill.wixsite.com/914012ea.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/914012ea.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:57%20GMT	https://lakathybill.wixsite.com/ffa0eb8f.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/ffa0eb8f.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:58	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:58%20GMT	https://lakathybill.wixsite.com/fe8be6d6.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/fe8be6d6.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:58	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:58%20GMT	https://lakathybill.wixsite.com/a28cca36.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/a28cca36.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:58	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:58%20GMT	https://lakathybill.wixsite.com/02b07b80.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/02b07b80.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:59	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:59%20GMT	https://lakathybill.wixsite.com/265e9a4a.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/265e9a4a.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:19:59	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:19:59%20GMT	https://lakathybill.wixsite.com/ff342417.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/ff342417.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:00	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:00%20GMT	https://lakathybill.wixsite.com/2a1582d7.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/2a1582d7.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:00	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:00%20GMT	https://lakathybill.wixsite.com/eb321d93.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/eb321d93.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:01	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:00%20GMT	https://lakathybill.wixsite.com/06cfef68.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/06cfef68.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:01	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:01%20GMT	https://lakathybill.wixsite.com/49a18e23.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/49a18e23.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:01	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:01%20GMT	https://lakathybill.wixsite.com/2467b183.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/2467b183.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:02	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:02%20GMT	https://lakathybill.wixsite.com/f9fd7cbe.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/f9fd7cbe.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:02	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:02%20GMT	https://lakathybill.wixsite.com/e142d0f4.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/e142d0f4.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:02	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:02%20GMT	https://lakathybill.wixsite.com/96a73741.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/96a73741.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:03	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:03%20GMT	https://lakathybill.wixsite.com/4c758e80.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/4c758e80.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:04	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:03%20GMT	https://lakathybill.wixsite.com/44b62fdc.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/44b62fdc.min.css	(from https://lakathybill.wixsite.com/kathybill)
21:20:04	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Feb%202022%2003:20:04%20GMT	https://lakathybill.wixsite.com/7f8c7c3e.min.css	C:/My%20Web%20Sites/kathys%20website/lakathybill.wixsite.com/7f8c7c3e.min.css	(from https://lakathybill.wixsite.com/kathybill)
